ID_x;VAT;Country_x
18936;DE814180587    ;TT
18937;ONOIXRNN       ;JJ
18938;KM325876436    ;BB
18939;7590312473     ;DD
18940;41926628       ;BB
18941;O747253686     ;JJ
18942;84521651237    ;NN
18943;1272536520     ;DD
18944;KF371350777    ;TT
18945;BT150059016    ;TT
18946;PY337596711    ;BB
18947;9808610063     ;BB
18948;YK1406894766   ;ZZ
18949;66807183880    ;CC
18950;PM042126087    ;TT
18951;LII93787300    ;RR
18952;YY878876327    ;TT
18953;YS995369941    ;TT
18954;AN24208126     ;AA
18955;PE267784112    ;TT
18956;62978968WN9CSHY;XX
18957;85793628146659 ;QQ
18958;ZN69578275     ;AA
18959;QN102554831    ;TT
18960;33784145042639 ;QQ
18961;1753439947279  ;QQ
18962;YTQ28531699    ;RR
18963;LW954888865    ;BB
18964;QQ966025755    ;BB
18965;KP26313478     ;AA
18966;32396116       ;PP
18967;LG662637963    ;BB
18968;IF200815843    ;TT
18969;KON71060251    ;RR
18970;75813006274    ;CC
18971;51145531045912 ;QQ
18972;05981223673    ;CC
18973;8894582157     ;TT
18974;AY540267220    ;TT
18975;740635436527952;XX
18976;026616430      ;TT
18977;538247651259072;SS
18978;RE834864078    ;TT
18979;OAZ01028761    ;RR
18980;AKK798297707   ;II
18981;UHXXAESG       ;JJ
18982;LV005324691    ;BB
18983;2087082227     ;DD
18984;WJ56750162     ;YY
18985;36033039178    ;CC
18986;WB48965747694  ;WW
18987;XW325847131    ;TT
18988;13604697       ;PP
18989;2774869692757  ;QQ
18990;2407141810     ;DD
18991;ZC444850157    ;TT
18992;6166606        ;DD
18993;LJ53479435X    ;HH
18994;33340064       ;DD
18995;P633855083     ;JJ
18996;A352261664     ;JJ
18997;66769348RC344H6;XX
18998;AE655747728    ;TT
18999;AG573176459    ;TT
19000;RRL00024382    ;GG
19001;2722972149     ;DD
19002;F380498067     ;JJ
19003;88279252       ;PP
19004;OHA46954623    ;GG
19005;XRW27614960    ;RR
19006;128850613104197;XX
19007;TI092970989    ;TT
19008;0971827692     ;BB
19009;YT42215636021  ;VV
19010;A351833091     ;JJ
19011;KS             ;JJ
19012;FD072569119    ;TT
19013;MMD44446580    ;RR
19014;HH812267153    ;LL
19015;87521242276477 ;QQ
19016;1173795619     ;DD
19017;ZM504930751    ;TT
19018;877046308742173;XX
19019;25229540194    ;CC
19020;CI349600725    ;LL
19021;77303926100    ;CC
19022;CK297495266    ;BB
19023;HI963102878    ;TT
19024;A579157109     ;JJ
19025;WD054995393    ;BB
19026;VN224197947    ;BB
19027;TF064303356    ;BB
19028;AZ695374791    ;TT
19029;DU56802331     ;UU
19030;2244924078     ;DD
19031;MG414397847    ;BB
19032;46409450562673 ;QQ
19033;68382582434    ;TT
19034;09049896745    ;NN
19035;6045940517     ;DD
19036;KS084400235    ;TT
19037;GK622143078    ;TT
19038;FJS            ;JJ
19039;ZT337320000    ;LL
19040;GC9197158G     ;KK
19041;TT426607640    ;BB
19042;92049727896800 ;QQ
19043;SD19465358     ;UU
19044;72667169.0     ;MM
19045;459311668855960;XX
19046;CLT54560288    ;RR
19047;QX601747095    ;LL
19048;419180190      ;LL
19049;34290436480696 ;QQ
19050;3348162103     ;DD
19051;MZC897661085   ;II
19052;074492701412280;XX
19053;NA688024598    ;BB
19054;52135891029761 ;QQ
19055;LO26561247348  ;VV
19056;38916826937    ;CC
19057;VI352047079    ;BB
19058;59 132 425 729 ;NN
19059;20822637643    ;TT
19060;EJ31854876567  ;WW
19061;XA29126153     ;UU
19062;SD05439286L    ;RR
19063;92858850109920 ;QQ
19064;PF911385627    ;TT
19065;JA52681426653  ;WW
19066;69944398967    ;CC
19067;DWY72010025    ;RR
19068;HRY09949614    ;RR
19069;RI46047213241  ;VV
19070;CV886185418    ;TT
19071;KV297039497    ;LL
19072;57762800680572 ;QQ
19073;TT827234762    ;TT
19074;OI582639909    ;TT
19075;TA43412637     ;FF
19076;RT378724199    ;TT
19077;VQC23117194    ;GG
19078;MX112188930    ;TT
19079;68425326383251 ;QQ
19080;33291994'9     ;MM
19081;QF46467869     ;FF
19082;UC872986528    ;TT
19083;XR741136350    ;BB
19084;128333698      ;BB
19085;5586960890     ;DD
19086;RO669338014    ;TT
19087;X131655597     ;JJ
19088;81550650819297 ;QQ
19089;TDO58241697    ;RR
19090;853650231015   ;QQ
19091;PL421420344    ;BB
19092;QT100121320    ;TT
19093;SMM92104104    ;RR
19094;83747103648823 ;QQ
19095;MG15765563961  ;VV
19096;EHF16818970    ;RR
19097;KU57597768     ;FF
19098;19965358551    ;TT
19099;5779612755738  ;QQ
19100;01979524996379 ;QQ
19101;284710334260543;XX
19102;GD6517369R     ;KK
19103;G3G            ;JJ
19104;3211923085     ;DD
19105;WT343268030    ;TT
19106;RH683421110    ;LL
19107;DS210981535    ;BB
19108;VT68135426     ;YY
19109;61380706UR375MF;XX
19110;PC009387075    ;TT
19111;KQ339035899    ;LL
19112;GF7774468X     ;KK
19113;XCJ55980901    ;RR
19114;JIW            ;JJ
19115;ZOA97396997    ;RR
19116;GC485311968    ;BB
19117;MMG48713425    ;RR
19118;165401231776593;XX
19119;OU330122390    ;TT
19120;XN906371368    ;LL
19121;HZ123586086    ;TT
19122;TRI215101626   ;II
19123;EWG40074318    ;GG
19124;I359692691     ;JJ
19125;PT25497603779  ;VV
19126;88822654329    ;NN
19127;VE15834125507  ;VV
19128;YOP06704469    ;RR
19129;IY822800589    ;BB
19130;5193019870     ;DD
19131;UZ460779402    ;TT
19132;VTH97768665    ;GG
19133;XTI89496565    ;RR
19134;KVHEACO        ;JJ
19135;YC264614889    ;LL
19136;BX85443637357  ;WW
19137;8105749265     ;DD
19138;UB98026048     ;YY
19139;IN271023364    ;BB
19140;0829513954     ;TT
19141;59332180910961 ;EE
19142;20084522       ;PP
19143;65457215       ;DD
19144;19688824100238 ;QQ
19145;99162564671    ;TT
19146;OU15216638     ;YY
19147;CE915662397    ;TT
19148;36170405189    ;NN
19149;WM91807042739  ;VV
19150;O381140986     ;JJ
19151;ALC72632127    ;RR
19152;HP32539623133  ;VV
19153;4710654623     ;DD
19154;PJ39806726699  ;VV
19155;BJX915509839   ;II
19156;9895135747     ;DD
19157;MC756931297    ;BB
19158;LV968443729    ;TT
19159;AM916297249    ;TT
19160;04934446       ;PP
19161;RA510883376    ;TT
19162;BL931019134    ;TT
19163;AR42775853     ;AA
19164;B070858229     ;JJ
19165;232976894919170;PP
19166;UM520611398    ;OO
19167;KR160349245    ;BB
19168;QTD6451641C    ;RR
19169;PY71910043828  ;WW
19170;PB0399249548   ;ZZ
19171;7364104182632  ;QQ
19172;LA739572905    ;TT
19173;IG976719041    ;BB
19174;00317619919777 ;QQ
19175;X360022682     ;JJ
19176;AA953001952    ;TT
19177;TW19355179     ;UU
19178;63647352-8     ;MM
19179;TW221709908    ;BB
19180;UWG731167032   ;II
19181;RX069702810    ;BB
19182;UM015820758    ;TT
19183;CY33103332356  ;VV
19184;5081807345     ;DD
19185;KL336138344    ;TT
19186;WQ524835721    ;TT
19187;YK159834686    ;TT
19188;KH116511464    ;BB
19189;774029134275852;XX
19190;XP215474237    ;BB
19191;CVN70963188    ;RR
19192;SG02842432609  ;VV
19193;EW775772903    ;TT
19194;BZ63185849170  ;VV
19195;JP19118034     ;FF
19196;SZ476944414    ;TT
19197;PW908648125    ;BB
19198;XM78845407E    ;HH
19199;OS107008000    ;LL
19200;HZ773036482    ;TT
19201;MK360906820    ;LL
19202;HS235888068    ;TT
19203;1890589485     ;DD
19204;IE63920332118  ;VV
19205;TD488157144    ;BB
19206;XF066048423    ;TT
19207;9598263720756  ;QQ
19208;993545496609134;XX
19209;MG54862635910  ;WW
19210;KD517061056    ;BB
19211;Z082241725     ;JJ
19212;HY88915386231  ;VV
19213;50038727900778 ;QQ
19214;78555961(1     ;MM
19215;360144885896970;XX
19216;93 896 523 753 ;NN
19217;4617524456     ;DD
19218;13950816074160 ;EE
19219;2450749416     ;TT
19220;GB827561865    ;BB
19221;XE761941833    ;BB
19222;V675231461     ;JJ
19223;38958002905730 ;QQ
19224;JX83824286946  ;VV
19225;VV787777286    ;BB
19226;048824208296939;XX
19227;ZA283478199    ;TT
19228;VS07607844877  ;WW
19229;I670379083     ;JJ
19230;37544628       ;PP
19231;WM26393390     ;AA
19232;DT626345069    ;TT
19233;TD239557023    ;LL
19234;JZ820089563    ;TT
19235;UQ31794582     ;YY
19236;30767510491468 ;QQ
19237;ZZ642440486    ;BB
19238;H250367488     ;JJ
19239;ONM75247358    ;RR
19240;IQ563203970    ;BB
19241;Z859022406     ;JJ
19242;66905941216    ;TT
19243;UKB02432187    ;RR
19244;JR98740549913  ;VV
19245;G022182939     ;JJ
19246;087729621054712;XX
19247;11778028       ;KK
19248;LQ05032896542  ;VV
19249;30669093493125 ;QQ
19250;57637387405110 ;QQ
19251;ZS11835657415  ;VV
19252;OL752648060    ;TT
19253;VM060462254    ;BB
19254;YMF56760987    ;GG
19255;OB16689276294  ;VV
19256;X239412242     ;JJ
19257;UF036798974    ;BB
19258;UX847727463    ;BB
19259;OW688257642    ;BB
19260;94097456149    ;CC
19261;BNSZOZ58B36N130;BB
19262;ZV94583352440  ;VV
19263;33%2318183     ;JJ
19264;929099313408243;XX
19265;979412159878297;XX
19266;PKY10237978    ;RR
19267;11528199521    ;TT
19268;TK434902       ;II
19269;L972864291     ;JJ
19270;183477194425798;SS
19271;X644186590     ;JJ
19272;3744125164     ;DD
19273;679813019417780;XX
19274;NV441078538    ;TT
19275;VS555101736    ;TT
19276;PK776598303    ;TT
19277;TB94172409866  ;VV
19278;UN30015229569  ;VV
19279;259753366781551;XX
19280;KP10329398909  ;VV
19281;1571027180     ;DD
19282;YC12631325882  ;WW
19283;GH246091123    ;TT
19284;QL863924028    ;TT
19285;RC71763095975  ;VV
19286;11562289788    ;CC
19287;A317363927     ;JJ
19288;TA300794291    ;BB
19289;0994341650427  ;QQ
19290;NF214264456    ;TT
19291;YF78072666295  ;VV
19292;1535040910     ;DD
19293;IY170459937    ;TT
19294;M837845252     ;JJ
19295;4012096767     ;DD
19296;JN609840610    ;BB
19297;00823770       ;PP
19298;792193028889632;XX
19299;ZB10463650     ;FF
19300;141221779731959;XX
19301;35885948.8     ;MM
19302;YC200688080    ;LL
19303;IL033610591    ;OO
19304;LT86461964478  ;VV
19305;BO499353280    ;BB
19306;KXMJBGOWWZ IGJR;PP
19307;WXG            ;JJ
19308;KO2217507767   ;ZZ
19309;VS266009020    ;TT
19310;BJR82751715    ;GG
19311;JP164806889    ;TT
19312;3840101325     ;DD
19313;LU393868145    ;TT
19314;UB647636692    ;OO
19315;XL058293215    ;TT
19316;69816107795    ;NN
19317;AL58156205715  ;VV
19318;FK650499696    ;LL
19319;UFULNDCK       ;JJ
19320;68310459       ;PP
19321;OD951940487    ;LL
19322;2074266489800  ;QQ
19323;18818151987645 ;QQ
19324;96165408704    ;NN
19325;PB941609309    ;TT
19326;E697207853     ;JJ
19327;EQ960495539    ;BB
19328;YI50213071141  ;WW
19329;145661611406609;EE
19330;BE62862072     ;UU
19331;ME48950626661  ;VV
19332;OR480761199    ;TT
19333;RE384517099    ;LL
19334;847811234291791;XX
19335;4814109415     ;AA
19336;FBU            ;JJ
19337;VV05380296591  ;VV
19338;N277342451     ;JJ
19339;20501469940    ;TT
19340;QFN67927034    ;RR
19341;DJ51860490805  ;VV
19342;IJ234709835    ;BB
19343;UH648048597    ;BB
19344;PH08918341582  ;VV
19345;XCB49174757    ;RR
19346;XR15655111055  ;WW
19347;903779174476144;XX
19348;9676885040588  ;QQ
19349;CP842066251    ;TT
19350;IZ93166389457  ;VV
19351;AGO623204403   ;II
19352;UX931599065    ;BB
19353;6064044632     ;DD
19354;64437434699971 ;QQ
19355;BF93618131     ;UU
19356;WUYYZNSG       ;JJ
19357;47721306805    ;NN
19358;OQH73350166    ;RR
19359;180590929734654;XX
19360;UJT            ;JJ
19361;85261620597498 ;EE
19362;13598552328088 ;QQ
19363;II876210375    ;BB
19364;R642533092     ;JJ
19365;CU991992824    ;TT
19366;FR296048880    ;TT
19367;82127562597    ;NN
19368;QAU51918429    ;RR
19369;IW709417429    ;BB
19370;TO046418135    ;TT
19371;VEF90809841    ;RR
19372;SP889737558    ;BB
19373;80707769938    ;CC
19374;LD787544869    ;TT
19375;FJU3714910U    ;RR
19376;VH5162595862   ;ZZ
19377;JQ20721972310  ;WW
19378;KM440189133    ;TT
19379;ER659260700    ;TT
19380;KIG04759781    ;RR
19381;81653881-4     ;MM
19382;UM86414072709  ;VV
19383;GK07229040     ;FF
19384;NRX148918350   ;II
19385;MVA37602817    ;GG
19386;FB702602691    ;TT
19387;27183679866564 ;QQ
19388;45180603       ;PP
19389;ZGC90181243    ;RR
19390;73725448649781 ;QQ
19391;VJ996254514    ;TT
19392;346662863731858;XX
19393;NC12777330011  ;VV
19394;FY085174972    ;BB
19395;CX931136677    ;TT
19396;WQ84033577     ;FF
19397;AP614667301    ;TT
19398;LT279537665    ;LL
19399;FS066613442    ;BB
19400;MOD18149445    ;GG
19401;X951225916     ;JJ
19402;511816530658787;XX
19403;217817151718184;SS
19404;ZLQ4288871J    ;RR
19405;OEY            ;JJ
19406;SU366680114    ;BB
19407;SR13590633D    ;RR
19408;NL683101883    ;BB
19409;XL49104238844  ;VV
19410;PAX66517415    ;RR
19411;AR401874391    ;BB
19412;JZ109543671    ;TT
19413;BV312666578    ;TT
19414;ST6505687CY    ;KK
19415;213557544784237;XX
19416;LX854048935    ;TT
19417;HZAGVXHL       ;JJ
19418;60362539413    ;CC
19419;WU84138788     ;FF
19420;8148937        ;BB
19421;32957884688    ;TT
19422;97939738981    ;CC
19423;44203037113    ;NN
19424;SJ79210501827  ;VV
19425;6459852362     ;DD
19426;63802475491608 ;EE
19427;46988488222    ;CC
19428;XG37911873     ;FF
19429;NKL69258631    ;RR
19430;RL459261221    ;OO
19431;DXF2635325V    ;RR
19432;BE38265159288  ;VV
19433;E460651045     ;JJ
19434;LX65223291547  ;VV
19435;RX881822476    ;LL
19436;BNG69006769    ;GG
19437;P298485728     ;JJ
19438;02262525024791 ;EE
19439;PR405016062    ;TT
19440;FNX44017670    ;RR
19441;537309324008573;XX
19442;UB868881544    ;TT
19443;563808440224714;EE
19444;00251894668    ;TT
19445;BUN24166763    ;GG
19446;VV168711910    ;BB
19447;NRY38438270    ;RR
19448;DJ591271327    ;TT
19449;HE433608095    ;BB
19450;E405661825     ;JJ
19451;YM690739808    ;TT
19452;IG245509532    ;TT
19453;75800643942506 ;QQ
19454;MN459615991    ;TT
19455;9733626226695  ;QQ
19456;VJ33718620     ;AA
19457;LNM317260      ;TT
19458;YU74340444     ;AA
19459;RI614901053    ;TT
19460;XB38512442122  ;VV
19461;5053324445     ;DD
19462;EJEMLNKJ       ;FF
19463;DE29046769728  ;VV
19464;99683582085    ;NN
19465;ZL564412684    ;TT
19466;ZO54892329126  ;VV
19467;JY159678936    ;BB
19468;GQ151494786    ;TT
19469;6294097969     ;DD
19470;H375746143     ;JJ
19471;FI78186891     ;YY
19472;WDW28790469    ;RR
19473;R693238578     ;JJ
19474;X960242713     ;JJ
19475;8673451046     ;DD
19476;930575057433   ;TT
19477;FV257793689    ;TT
19478;S438653660     ;JJ
19479;H2D            ;JJ
19480;JV758509531    ;TT
19481;EE252009372    ;TT
19482;TN94670684     ;YY
19483;K1D            ;JJ
19484;LB349933359    ;BB
19485;ZG253833456    ;TT
19486;GG095584351    ;TT
19487;BU41126455X    ;HH
19488;R475697767     ;JJ
19489;C902273097     ;JJ
19490;QS671746044    ;TT
19491;OR52657565578  ;VV
19492;BR911190994    ;LL
19493;MPSAOPXZ       ;JJ
19494;EY78932333     ;YY
19495;05065918FI8FM9O;XX
19496;05163375311337 ;QQ
19497;7065327500     ;DD
19498;HHG911911842   ;II
19499;FC474051639    ;BB
19500;HJ4176381536   ;ZZ
19501;XW90274210     ;AA
19502;WM167341564    ;TT
19503;G624880925     ;JJ
19504;YBE42219475    ;RR
19505;TF9537665522   ;FF
19506;91379673$3     ;MM
19507;OC861404826    ;TT
19508;K611035207     ;JJ
19509;IH158182365    ;BB
19510;53318140       ;PP
19511;U861144629     ;JJ
19512;YWF639142097   ;II
19513;HU470479971    ;TT
19514;IS35725525     ;AA
19515;TL13696119     ;AA
19516;XA312811251    ;TT
19517;IX182592026    ;TT
19518;QD76146973869  ;VV
19519;ZH95588025     ;UU
19520;V395792348     ;JJ
19521;OR490381669    ;BB
19522;VV906677061    ;TT
19523;K332837665     ;JJ
19524;G954150136     ;JJ
19525;233191257507403;XX
19526;LC804144641    ;BB
19527;T883414297     ;JJ
19528;XBOUCHSS       ;FF
19529;S957023145     ;JJ
19530;1735116701     ;DD
19531;PYG31433710    ;RR
19532;97243462857    ;CC
19533;MP268335222    ;TT
19534;SF473439270    ;BB
19535;JXW86568225    ;RR
19536;VU878918194    ;LL
19537;96018570-4     ;MM
19538;81$826(377#0   ;MM
19539;PC565880335    ;TT
19540;IFZ00213238    ;GG
19541;BW14931555339  ;VV
19542;ZD1076013V     ;KK
19543;OJ519931877    ;TT
19544;DK929166517    ;TT
19545;1661588797     ;DD
19546;AC373850860    ;TT
19547;69461565971713 ;VV
19548;9440265631     ;TT
19549;Q7N            ;JJ
19550;67787859360    ;NN
19551;NK61344350115  ;WW
19552;GO94400192950  ;VV
19553;F213228470     ;JJ
19554;2371954760191  ;QQ
19555;FL32471747842  ;VV
19556;SHM561529140   ;II
19557;590747537745602;XX
19558;74464904300    ;TT
19559;LX47983244035  ;WW
19560;W084090357     ;JJ
19561;98459584556    ;CC
19562;OO430216455    ;TT
19563;37354827732753 ;QQ
19564;MZ011616514    ;TT
19565;QF265338880    ;TT
19566;LP310893641    ;TT
19567;UL56043724     ;YY
19568;JX963990877    ;TT
19569;02111782%B     ;MM
19570;CZEWNGJT       ;JJ
19571;XR158859791    ;TT
19572;JF135853476    ;TT
19573;WZ319193694    ;LL
19574;02447115/U     ;MM
19575;HE940712236    ;TT
19576;QR73570455     ;AA
19577;OY62230693617  ;WW
19578;LE647075505    ;LL
19579;91467326983    ;CC
19580;76309164889    ;NN
19581;JP43739030448  ;VV
19582;TI449491151    ;BB
19583;YN35576332836  ;VV
19584;RE628677286    ;TT
19585;56820145075    ;NN
19586;EM72068038076  ;WW
19587;VV813743090    ;TT
19588;UK28513034256  ;VV
19589;1522521502     ;BB
19590;B425688525     ;JJ
19591;HT02667234     ;FF
19592;SK868855351    ;TT
19593;GP735229878    ;TT
19594;CR935714366    ;BB
19595;U562315746     ;JJ
19596;49799945%6     ;MM
19597;85065477224    ;NN
19598;EMOQEALA       ;JJ
19599;WJ487966130    ;TT
19600;84566144       ;DD
19601;8681873523     ;TT
19602;2440625084     ;DD
19603;HD75776536364  ;VV
19604;CB03324328     ;YY
19605;SL451046423    ;TT
19606;6104795246     ;DD
19607;XC7968074A     ;KK
19608;GP95705484028  ;VV
19609;NY069501992    ;BB
19610;2114849544     ;DD
19611;0489343395     ;TT
19612;LE452740523    ;LL
19613;BW648995930    ;BB
19614;40315718       ;FF
19615;ZS125035357    ;FF
19616;61955152       ;PP
19617;29994215*0     ;MM
19618;RO22198323042  ;VV
19619;T5J            ;JJ
19620;JQ41983001     ;UU
19621;FN123086244    ;LL
19622;MS13999329     ;AA
19623;308320380673141;SS
19624;9294964693     ;TT
19625;SKY77344617    ;RR
19626;38451405/6     ;MM
19627;EQ2444589459   ;ZZ
19628;D9Q            ;JJ
19629;42161866-5     ;MM
19630;56654667878684 ;QQ
19631;705419433175484;PP
19632;QBR68262430    ;RR
19633;TW807320025    ;TT
19634;82864702184    ;NN
19635;93864285118401 ;QQ
19636;9746727297     ;TT
19637;CP47477365M    ;RR
19638;VD244517028    ;TT
19639;KDHMIMLY       ;JJ
19640;AO228928362    ;TT
19641;203882470690902;SS
19642;KS897095193    ;LL
19643;67586035775    ;NN
19644;5063270298     ;DD
19645;BK446947439    ;BB
19646;LN278108855    ;TT
19647;62869273693    ;CC
19648;SL87648207108  ;VV
19649;PV92625326960  ;WW
19650;HO39416217996  ;WW
19651;CS392957162    ;TT
19652;Z555288910     ;JJ
19653;ZF471139110    ;BB
19654;U928902719     ;JJ
19655;7539408329     ;DD
19656;761968112283634;EE
19657;723783555138898;XX
19658;WC244221373    ;TT
19659;VM628699941    ;TT
19660;MP10181280562  ;WW
19661;24509298)6     ;MM
19662;MP71625239     ;AA
19663;SR433127631    ;TT
19664;69218391       ;PP
19665;39254280410844 ;QQ
19666;SA024140713    ;TT
19667;XG528612819    ;BB
19668;2244217001     ;DD
19669;AN457872827    ;TT
19670;NE826920162    ;TT
19671;ZY839605175    ;TT
19672;30541355377    ;CC
19673;D5D            ;JJ
19674;XW004897212    ;TT
19675;SECKMPOT       ;JJ
19676;D524520444     ;JJ
19677;2295057998     ;DD
19678;NM993353832    ;LL
19679;LV80154150065  ;VV
19680;PS74106275     ;FF
19681;QX60260965     ;AA
19682;TFW72606220    ;RR
19683;TB632959115    ;TT
19684;TN492634301    ;TT
19685;96976731627    ;CC
19686;YQM48536447    ;RR
19687;XU617889728    ;OO
19688;XZ405579277    ;OO
19689;TW968159733    ;TT
19690;BH443917656    ;TT
19691;865509338744860;SS
19692;5834346008     ;DD
19693;3605342939     ;DD
19694;BD233104138    ;LL
19695;0751318455     ;DD
19696;63698229%4     ;MM
19697;RE18684247238  ;VV
19698;76322057.8     ;MM
19699;DS887154567    ;LL
19700;YM562530521    ;TT
19701;HW95949269385  ;VV
19702;56181003083    ;TT
19703;41191674918324 ;QQ
19704;ZA965419399    ;BB
19705;QJ79745588900  ;VV
19706;GK899907403    ;BB
19707;VA2643974965   ;ZZ
19708;99848983!5     ;MM
19709;X852811408     ;JJ
19710;143471382      ;QQ
19711;GG095636601    ;BB
19712;CP674466742    ;LL
19713;BF1639762T     ;KK
19714;XN570060060    ;TT
19715;LP98742755N    ;HH
19716;09764649'3     ;MM
19717;80285359939209 ;VV
19718;RP303364290    ;TT
19719;VCG07053837    ;GG
19720;OH999471062    ;TT
19721;0326412846     ;DD
19722;980835578896464;SS
19723;89171398       ;PP
19724;IE323419820    ;TT
19725;VD809745337    ;BB
19726;13999648       ;PP
19727;VN059986432    ;BB
19728;DC128492931    ;TT
19729;9862883771     ;DD
19730;OP32137437K    ;RR
19731;2972163131     ;DD
19732;NA093252071    ;BB
19733;SA228777134    ;TT
19734;JP934582592    ;TT
19735;RP817049905    ;LL
19736;30 056 052 333 ;NN
19737;RC423303314    ;TT
19738;CU091509117    ;TT
19739;49051174$6     ;MM
19740;UP757635753    ;BB
19741;W910869984     ;JJ
19742;46004399SI3LYFZ;XX
19743;AP173625146    ;BB
19744;11315386       ;PP
19745;SCZ88492760    ;RR
19746;ZV21520180786  ;VV
19747;98285647       ;PP
19748;61084032       ;DD
19749;QV273354481    ;TT
19750;16460477821    ;CC
19751;555304419574425;XX
19752;CY165037012    ;LL
19753;8766725751     ;DD
19754;FV25113753233  ;VV
19755;UV77133991689  ;VV
19756;BI19279632     ;UU
19757;832690796534518;XX
19758;78571120926148 ;QQ
19759;FT417084420    ;BB
19760;AU245887771    ;TT
19761;LL50703825116  ;VV
19762;HO12678784653  ;VV
19763;J697079251     ;JJ
19764;C687913836     ;JJ
19765;CR692105216    ;BB
19766;GD511279732    ;TT
19767;92639064622    ;QQ
19768;QX1002392E     ;KK
19769;HY68930684731  ;WW
19770;20490245388250 ;QQ
19771;XMZ84667751    ;RR
19772;PC766299586    ;TT
19773;98080422%W     ;MM
19774;JD710255601    ;LL
19775;NY86275815660  ;VV
19776;07960011166    ;TT
19777;DW209780767    ;TT
19778;OMW28453739    ;RR
19779;BTOXYLDB       ;JJ
19780;XH012323817    ;BB
19781;VIA47444569    ;RR
19782;AC233124943    ;BB
19783;TMH628224060   ;II
19784;E322072940     ;JJ
19785;SC650447180    ;TT
19786;54443134349    ;NN
19787;63209963620747 ;QQ
19788;XS924750337    ;BB
19789;PG224661517    ;TT
19790;UUT98687043    ;RR
19791;LV852043072    ;BB
19792;W979893936     ;JJ
19793;02514651981505 ;EE
19794;PK83531405803  ;VV
19795;PZQ14047077    ;RR
19796;IU603318007    ;TT
19797;NR823457008    ;TT
19798;SQ70854026044  ;VV
19799;LJ367666310    ;TT
19800;005878637577982;XX
19801;HY937283344    ;TT
19802;SK884070752    ;TT
19803;FXN606221181   ;II
19804;WC480852318    ;BB
19805;172846392248506;SS
19806;RKY003301      ;CC
19807;94852099758876 ;VV
19808;01327550#I     ;MM
19809;IZ82005922707  ;VV
19810;ZY83915325467  ;VV
19811;GS854885231    ;TT
19812;79057532-0     ;MM
19813;PB859352482    ;TT
19814;19933408513405 ;QQ
19815;DK636374180    ;BB
19816;9345639636     ;DD
19817;QN258692666ì   ;BB
19818;C168105974     ;JJ
19819;95209680302    ;TT
19820;ZO30068632     ;FF
19821;NU320068887    ;BB
19822;BC03269371575  ;VV
19823;WD390412382    ;TT
19824;SO71279559004  ;VV
19825;4650052347     ;DD
19826;ETO62668829    ;RR
19827;IV55217628     ;AA
19828;06883699753    ;CC
19829;FW688332995    ;TT
19830;187439485978650;EE
19831;TD0175150418   ;ZZ
19832;CD02908477979  ;VV
19833;WE875353935    ;TT
19834;EI893611679    ;TT
19835;IL64574786     ;YY
19836;AI274942364    ;TT
19837;UX301890063    ;TT
19838;469694875671723;XX
19839;EL702145375    ;BB
19840;O652117768     ;JJ
19841;PRHFEQGE       ;FF
19842;MQUGQINW       ;JJ
19843;725855902228025;XX
19844;RE831826751    ;LL
19845;KP0170898T     ;KK
19846;HD638473212    ;TT
19847;KJ168804238    ;BB
19848;DHE62068613    ;RR
19849;84431744368992 ;QQ
19850;Q300778450     ;JJ
19851;Q082156039     ;JJ
19852;52429125658    ;CC
19853;27006993725    ;CC
19854;UJ547549299    ;TT
19855;42751107657    ;CC
19856;55917648632934 ;VV
19857;DT77696282430  ;VV
19858;5707081204     ;DD
19859;EV660804254    ;TT
19860;RE246850397    ;LL
19861;IRA64408271    ;RR
19862;SN23460514     ;FF
19863;157397365967308;XX
19864;GU428031545    ;TT
19865;39944587039118 ;QQ
19866;9600148664     ;DD
19867;65650421823219 ;QQ
19868;619334720155204;XX
19869;F816061148     ;JJ
19870;29225830       ;PP
19871;NY602904790    ;TT
19872;EFI20538691    ;GG
19873;AMO32182170    ;RR
19874;H577913129     ;JJ
19875;EQ378104977    ;LL
19876;DD535394788    ;BB
19877;TC197505189    ;TT
19878;OX613997373    ;TT
19879;BI631642297    ;BB
19880;5073332        ;BB
19881;MO308660865    ;TT
19882;NLW44369470    ;RR
19883;94677646436841 ;QQ
19884;ORD378866950   ;II
19885;MC022055422    ;BB
19886;63444550395    ;NN
19887;SJ34756951     ;YY
19888;AO38451516628  ;VV
19889;241916196602641;XX
19890;31915656959577 ;QQ
19891;BK017161603    ;BB
19892;OL271202960    ;TT
19893;XQ993167877    ;TT
19894;XD706256755    ;BB
19895;84230317884    ;CC
19896;KD18257407984  ;VV
19897;00415397428    ;CC
19898;BX21887196     ;AA
19899;QXV68807285    ;RR
19900;SK814332384    ;TT
19901;PX30286838995  ;VV
19902;RS888627925    ;TT
19903;HT162734947    ;LL
19904;WB44117820336  ;VV
19905;163145050987013;SS
19906;AY08353141     ;FF
19907;TP673696112    ;TT
19908;CP010510934    ;TT
19909;83772718%0     ;MM
19910;IT29122453077  ;VV
19911;QI38110752797  ;VV
19912;8354343918     ;DD
19913;JJ263495796    ;TT
19914;50288556080    ;CC
19915;54667505159781 ;QQ
19916;HR738141338    ;TT
19917;405049451032096;XX
19918;TZ535162579    ;OO
19919;73086784392021 ;QQ
19920;XVC065562355   ;II
19921;HH63455014     ;UU
19922;039888431733013;XX
19923;71496703HD92FY7;XX
