ID_x;Country_x;VAT
19850;JJ;Q300778450
19851;JJ;Q082156039
19852;CC;52429125658
19853;CC;27006993725
19854;TT;UJ547549299
19855;CC;42751107657
19856;VV;55917648632934
19857;VV;DT77696282430
19858;DD;5707081204
19859;TT;EV660804254
19860;LL;RE246850397
19861;RR;IRA64408271
19862;FF;SN23460514
19863;XX;157397365967308
19864;TT;GU428031545
19865;QQ;39944587039118
19866;DD;9600148664
19867;QQ;65650421823219
19868;XX;619334720155204
19869;JJ;F816061148
19870;PP;29225830
19871;TT;NY602904790
19872;GG;EFI20538691
19873;RR;AMO32182170
19874;JJ;H577913129
19875;LL;EQ378104977
19876;BB;DD535394788
19877;TT;TC197505189
19878;TT;OX613997373
19879;BB;BI631642297
19880;BB;5073332
19881;TT;MO308660865
19882;RR;NLW44369470
19883;QQ;94677646436841
19884;II;ORD378866950
19885;BB;MC022055422
19886;NN;63444550395
19887;YY;SJ34756951
19888;VV;AO38451516628
19889;XX;241916196602641
19890;QQ;31915656959577
19891;BB;BK017161603
19892;TT;OL271202960
19893;TT;XQ993167877
19894;BB;XD706256755
19895;CC;84230317884
19896;VV;KD18257407984
19897;CC;415397428
19898;AA;BX21887196
19899;RR;QXV68807285
19900;TT;SK814332384
19901;VV;PX30286838995
19902;TT;RS888627925
19903;LL;HT162734947
19904;VV;WB44117820336
19905;SS;163145050987013
19906;FF;AY08353141
19907;TT;TP673696112
19908;TT;CP010510934
19909;MM;83772718%0
19910;VV;IT29122453077
19911;VV;QI38110752797
19912;DD;8354343918
19913;TT;JJ263495796
19914;CC;50288556080
19915;QQ;54667505159781
19916;TT;HR738141338
19917;XX;405049451032096
19918;OO;TZ535162579
19919;QQ;73086784392021
19920;II;XVC065562355
19921;UU;HH63455014
19922;XX;39888431733013
19923;XX;71496703HD92FY7
19924;BB;RQ636857043
19925;LL;CW665143877
19926;JJ;KQNTNNIX
19927;NN;40720822509
19928;DD;1469722838
19929;DD;5185805192
19930;BB;IU287189N
19931;RR;CXA46269755
19932;BB;AB679498087
19933;TT;FD894570451
19934;CC;76208421387
19935;QQ;1403215236906
19936;RR;LKO34232752
19937;VV;41684670812063
19938;BB;ZX465965434
19939;PP;8660174
19940;TT;LI120586977
19941;LL;AZ645074326
19942;TT;WI832042241
19943;XX;642798320158059
19944;RR;HGC82930590
19945;QQ;70867901250335
19946;QQ;87847741304250
19947;CC;95986761954
19948;VV;YJ22956396623
19949;NN;21485864609
19950;TT;ZV223048438
19951;TT;GX181951571
19952;WW;SM29171209996
19953;CC;3510887068
19954;II;XDD855030897
19955;VV;LG08078425213
19956;RR;GHD16924754
19957;QQ;85647650813234
19958;RR;MO56597407N
19959;GG;CFG60133182
19960;II;MPJ154366846
19961;GG;XEQ78086858
19962;PP;6431295
19963;TT;PD608092789
19964;QQ;73210758702034
19965;TT;GD122841525
19966;VV;JM51343031189
19967;JJ;F9K
19968;VV;LV44869043989
19969;TT;LY485360035
19970;WW;DS92690733043
19971;JJ;ZLQ#D
19972;JJ;J710604784
19973;XX;374296807948691
19974;BB;QR298959644
19975;TT;RA959776257
19976;DD;74318838
19977;TT;YG121017337
19978;QQ;61592287472307
19979;AA;UX53806589
19980;JJ;S377555142
19981;LL;OU214241535
19982;TT;KU393640590
19983;OO;JZ868267606
19984;PP;55321767
19985;TT;XU949296298
19986;JJ;E858183385
19987;TT;CP946087456
19988;TT;UX781452864
19989;MM;86900939/9
19990;TT;VW503105017
19991;TT;CI752583294
19992;WW;RP36575292805
19993;XX;60818836EH1GF4E
19994;DD;7442157242
19995;SS;198453588849355
19996;TT;MU956880158
19997;TT;NW352262076
19998;QQ;23029006111144
19999;TT;ZL282300488
20000;XX;21700767VI5BI3X
20001;RR;KZE57735483
20002;VV;SI88406931846
20003;TT;MZ670441598
20004;TT;SH548831721
20005;BB;QR889048495
20006;JJ;NEAIWWUQ
20007;JJ;C350311401
20008;TT;XW445431721
20009;BB;KK161243891
20010;HH;LA66305707P
20011;JJ;U369047337
20012;BB;SM473766174
20013;QQ;47135866148440
20014;PP;36010765
20015;JJ;N550419749
20016;QQ;987144873876
20017;WW;UH41521836038
20018;JJ;EIFEXXDK
20019;VV;ZF52249796527
20020;TT;TF343241864
20021;RR;57817305R
20022;BB;OU960023752
20023;RR;WNO43685653
20024;TT;DR818119098
20025;NN;13992990982
20026;TT;UV933949928
20027;TT;CU270615355
20028;BB;EP284230744
20029;XX;72405541608631
20030;DD;6220077230
20031;RR;ARK75620334
20032;JJ;WXWJMRVZ
20033;WW;VE96485047642
20034;XX;02546937RE1TAR2
20035;II;UXP596918509
20036;TT;SN461622025
20037;WW;RZ91072162991
20038;RR;YOQ81853226
20039;VV;JN13088602498
20040;CC;42772225543
20041;WW;KO70843400861
20042;BB;VF523589121
20043;TT;AN692993661
20044;MM;30519572.3
20045;TT;JZ325053178
20046;YY;KM57642231
20047;TT;TX304179570
20048;CC;19377292505
20049;BB;OE401884515
20050;BB;CG656227887
20051;XX;392681825262316
20052;LL;LH015256902
20053;NN;36566586045
20054;BB;GY495084929
20055;DD;7873026630
20056;TT;RT984488366
20057;TT;JO207855771
20058;XX;50663807274173
20059;TT;RV476040827
20060;TT;RH812977320
20061;QQ;38739822317774
20062;BB;US599475542
20063;ZZ;TW2631850871
20064;OO;KS807970243
20065;TT;SW224691511
20066;DD;6544582308
20067;BB;BV749286262
20068;NN;16305706850
20069;BB;WY903963736
20070;QQ;9802144415471
20071;LL;CK921829224
20072;JJ;A189845836
20073;TT;GB559595435
20074;II;SCS568000574
20075;DD;9267210203
20076;BB;VX553159715
20077;JJ;I890148566
20078;TT;YX071566279
20079;VV;CM41807936393
20080;DD;59435903
20081;ZZ;VD2688064854
20082;AA;JR55198237
20083;TT;GV262317699
20084;NN;79697620352
20085;BB;DA408444095
20086;VV;GZ61381408910
20087;TT;GQ275590159
20088;TT;KC123689556
20089;II;JRJ507952782
20090;PP;9173519
20091;TT;YF864977020
20092;QQ;65074849589616
20093;XX;598283110515731
20094;TT;AC970994214
20095;TT;WZ360595081
20096;BB;CO777720302
20097;QQ;29795902218236
20098;RR;DE50545989G
20099;TT;VO135485151
20100;TT;VX853772626
20101;II;QZD004946764
20102;TT;WX797616990
20103;CC;28237782484
20104;BB;IZ37434971394
20105;TT;YC937133885
20106;BB;WI811896818
20107;NN;9440868078004
20108;XX;288744668139801
20109;VV;FI43727942288
20110;JJ;Y9D
20111;NN;3260900736
20112;TT;HX457962368
20113;OO;CF745331276
20114;DD;5668347980
20115;XX;603565186584821
20116;DD;8699287258
20117;VV;MC71996302899
20118;BB;ZB978889015
20119;PP;63746448
20120;RR;CHC81907665
20121;SS;411801622139850
20122;GG;GTX64512177
20123;XX;722352728235409
20124;BB;KM294124748
20125;MM;503860770
20126;LL;GI625135771
20127;QQ;85318992221680
20128;SS;277790402329037
20129;VV;MR86712569282
20130;MM;25653385#8
20131;PP;62728141
20132;TT;RR116366301
20133;VV;7467648182504
20134;AA;TA25765450
20135;WW;XX90314405399
20136;TT;VD931164148
20137;CC;74223802524
20138;QQ;81474353227844
20139;JJ;R213174661
20140;AA;FO90500667
20141;DD;4193019449
20142;NN;44548573984
20143;QQ;95125585109910
20144;RR;VBN42535387
20145;LL;SH340344720
20146;VV;CW92702409356
20147;RR;WN42340119J
20148;DD;6051331935
20149;BB;EX937043689
20150;BB;PL858165529
20151;BB;CO489435925
20152;CC;11116529007
20153;TT;FW999741786
20154;JJ;K799657789
20155;MM;16063001-J
20156;JJ;RTTMIONV
20157;YY;MO13077797
20158;II;RSK636783985
20159;QQ;7107980822534
20160;KK;TK6188270I
20161;JJ;LAZFOSNO
20162;XX;639490549296566
20163;VV;SH03086151899
20164;BB;AJ806799740
20165;TT;4720551229
20166;TT;BN781106468
20167;JJ;Z737521203
20168;TT;84736849895
20169;FF;ZF301938925
20170;LL;UX625557519
20171;BB;MO476484573
20172;YY;33721150
20173;MM;99044375.2
20174;TT;EJ408654364
20175;EE;35889354986500
20176;TT;RU100004944
20177;XX;904597886821734
20178;TT;XA954373023
20179;HH;CV92251868H
20180;VV;FZ05976944739
20181;OO;PD873244804
20182;RR;FHM24457614
20183;BB;QT484718261
20184;TT;YT755758922
20185;VV;DC49587488420
20186;LL;MC624218834
20187;LL;XN298650412
20188;JJ;O6B
20189;JJ;FGGTFUBS
20190;JJ;W420383579
20191;QQ;92225446679
20192;BB;KZ692580071
20193;JJ;IODKYORL
20194;MM;09916574)4
20195;TT;MO903701825
20196;DD;9896737975
20197;NN;90710226144
20198;RR;VBC40516085
20199;JJ;P863987029
20200;GG;WYR94414412
20201;VV;LS47703228029
20202;VV;NS84662158758
20203;QQ;976539359081
20204;II;EEN930925865
20205;WW;OR56373100230
20206;JJ;L108452344
20207;VV;RE73304134018
20208;CC;26083261931
20209;FF;KM05421559
20210;TT;ET961610676
20211;TT;RW481359710
20212;LL;OA956416121
20213;NN;99813938935
20214;JJ;U481871683
20215;QQ;36690349008115
20216;SS;593702534131227
20217;XX;97900435UR6I4GW
20218;JJ;APIGFJYK
20219;DD;8910143092
20220;KK;KC3730024N
20221;RR;CQB49589104
20222;WW;BK99824826800
20223;HH;IE38581839A
20224;TT;LR186056266
20225;SS;353028835734881
20226;BB;WQ205616571
20227;VV;TP94044121202
20228;VV;FZ74569410721
20229;XX;327940701342422
20230;TT;SH069613455
20231;JJ;AWOWBJLV
20232;VV;EB64021800652
20233;YY;DA61709527
20234;BB;FW636113447
20235;II;DWF273686831
20236;II;KPE056306867
20237;WW;TL51571938562
20238;VV;EP73973657128
20239;EE;774028964662569
20240;NN;25138325551
20241;TT;KA832095072
20242;BB;PU748734645
20243;CC;6034455662
20244;TT;AX448303162
20245;BB;UX240430653
20246;ZZ;BC3768090484
20247;BB;KV832320733
20248;XX;672148756083989
20249;BB;VU202313201
20250;XX;202782385181419
20251;AA;VI90280380
20252;BB;BT850675394
20253;VV;OE05421505823
20254;NN;17424253990
20255;QQ;16274058306
20256;BB;OU057045955
20257;CC;87256271184
20258;II;ZGA663914056
20259;FF;NT22465274
20260;YY;PD38399898
20261;BB;AS649275270
20262;TT;EF677421851
20263;LL;KO119445237
20264;JJ;I507843509
20265;YY;FH27062647
20266;VV;GM11054123868
20267;LL;EJ252949718
20268;TT;AQ633621268
20269;TT;FU755200472
20270;BB;RX445518786
20271;RR;ANC97890384
20272;WW;UX80132607664
20273;VV;WA45885264413
20274;JJ;CRKURYHQ
20275;TT;GS133715525
20276;RR;ROO83069788
20277;RR;FR63289092H
20278;VV;AH65662906880
20279;XX;561058379223455
20280;RR;FER75162830
20281;BB;UG706739003
20282;QQ;48569524667901
20283;CC;41407423051
20284;BB;GK174686403
20285;BB;XR184166214
20286;NN;13003523651
20287;BB;20648620
20288;TT;XB140005347
20289;II;RSR312225464
20290;BB;ZR576989618
20291;JJ;J982948403
20292;DD;1270177214
20293;TT;IX102772053
20294;PP;44110900-389
20295;CC;68449296385
20296;CC;50146498957
20297;GG;VDI68220078
20298;AA;XS75835078
20299;FF;SK64664228
20300;FF;YJ0110363651
20301;NN;56714654279
20302;JJ;R711092620
20303;II;GMS629822211
20304;FF;GS17524594
20305;TT;FN189909947
20306;QQ;72096135672708
20307;VV;LD18593988388
20308;RR;BNU55397950
20309;TT;CM345470196
20310;JJ;UJK
20311;TT;FE889845184
20312;TT;4458257556
20313;LL;JP13089805
20314;LL;EY570583675
20315;TT;IB088417749
20316;XX;258255585031432
20317;BB;WV547736020
20318;DD;57069298
20319;BB;DL863001471
20320;QQ;3438013000821
20321;CC;72798052497
20322;TT;421001942981
20323;BB;QM397989254
20324;BB;UJ753679549
20325;WW;KN39385049795
20326;GG;BYY20813912
20327;XX;675877365616274
20328;QQ;84890380703178
20329;DD;3663921007
20330;YY;SZ14512848
20331;BB;CN669502542
20332;LL;CL861846642
20333;VV;YC21816273351
20334;JJ;551741
20335;LL;CM542958982
20336;XX;995214687254790
20337;EE;7662227416713
20338;BB;HA413709606
20339;TT;FX422694276
20340;EE;639565863626530
20341;EE;75391622933016
20342;CC;51971638545
20343;XX;855564204014392
20344;DD;8047505030
20345;II;JZH344883670
20346;VV;YR29854496689
20347;QQ;36349650884946
20348;MM;95011340
20349;AA;QO68270078
20350;TT;ZW948367408
20351;JJ;A220053301
20352;NN;71728833852
20353;TT;BH126412927
20354;QQ;60667745198936
20355;XX;739608473290339
20356;QQ;31954401187822
20357;MM;52147239%1
20358;II;ZA323030199
20359;PP;77767167
20360;TT;QP689396449
20361;RR;FF83112760D
20362;TT;JM313756447
20363;VV;74649302411868
20364;TT;YH678516805
20365;II;OVX519032131
20366;TT;QI765134993
20367;XX;226293733091051
20368;VV;HZ60369706440
20369;VV;MF69507791135
20370;TT;CJ838908975
20371;NN;70216168171
20372;TT;DF211469264
20373;QQ;18462493267344
20374;JJ;PVB
20375;TT;ZB100262933
20376;OO;AQ170331214
20377;RR;OSU9145535K
20378;TT;VF219389532
20379;RR;AKD73658342
20380;LL;XJ266761729
20381;JJ;YGVDIFXC
20382;TT;CH810916124
20383;VV;JX16589140050
20384;MM;24433941/0
20385;BB;LO673574779
20386;VV;2454851723171
20387;PP;82029681
20388;MM;07412385/7
20389;DD;8109589619
20390;TT;9637718243
20391;BB;8424898385
20392;VV;ZF83284201166
20393;TT;DU387384078
20394;TT;HD687054430
20395;GG;CRD35353993
20396;II;LYP347921118
20397;PP;1552544
20398;TT;SS652949098
20399;TT;UO674634683
20400;TT;YZ113033001
20401;PP;82577463
20402;BB;MW384956774
20403;BB;UG833671066
20404;SS;374748594238152
20405;TT;MX047290167
20406;BB;PO125513265
20407;DD;402601564
20408;QQ;94652138733912
20409;EE;86502440695241
20410;TT;RF582587062
20411;TT;WG445818488
20412;GG;HPX60719258
20413;BB;UV434541616
20414;JJ;Y513094608
20415;XX;61783454QV05U9Q
20416;TT;GG733063979
20417;QQ;2218500531302
20418;DD;7118078925
20419;MM;72145355/Y
20420;DD;9044019322
20421;CC;47236096026
20422;TT;RK420425727
20423;DD;4649026677
20424;QQ;18588647633632
20425;NN;91560464768
20426;BB;ZZ613162090
20427;TT;FY035492739
20428;VV;YM90007999088
20429;XX;05875630O922915
20430;FF;BC16721809
20431;LL;DD672844226
20432;FF;SE6689302016
20433;BB;HJ803652593
20434;CC;57248925283
20435;BB;9194735406
20436;AA;RH58982775
20437;NN;52088744275
20438;SS;BNN372569974364
20439;TT;MV008674130
20440;DD;58672775
20441;BB;ER051512566
20442;VV;PJ07202629512
20443;TT;CL659166576
20444;XX;164200494268489
20445;JJ;X823597927
20446;LL;KX544547860
20447;TT;LH376778975
20448;XX;20547642EN4LR3S
20449;BB;CS288220488
20450;TT;ME543088291
20451;RR;OAK32180046
20452;CC;77976479709
20453;DD;9663060460
20454;DD;7962053740
20455;XX;515458396333955
20456;BB;KO296939574
20457;BB;XF598471173
20458;RR;DAF97168769
20459;JJ;Y961749571
20460;JJ;B729413807
20461;FF;KT31593009
20462;BB;CZ529745479
20463;DD;7603106350
20464;TT;QW703607435
20465;GG;VPY04433955
20466;VV;XB87227573224
20467;DD;3310497487
20468;LL;444923620
20469;QQ;28547045458743
20470;TT;UO487686505
20471;JJ;ZUM
20472;JJ;N305695222
20473;DD;75309492
20474;WW;FY04941463188
20475;CC;15057946106
20476;XX;33305631UU0IFW0
20477;TT;UQ821168149
20478;FF;WU655645417
20479;WW;VU82830300868
20480;VV;MX05635461604
20481;TT;IX232056152
20482;SS;277187588202552
20483;DD;5401834202
20484;DD;7691829105
20485;OO;KE681887561
20486;QQ;44993545390684
20487;NN;69649545588
20488;TT;MW007377386
20489;RR;656531505
20490;II;SMJ883088610
20491;BB;RC762884018
20492;QQ;74957546642844
20493;RR;ZHF33332258
20494;FF;JK54322900
20495;RR;WPB83650704
20496;RR;IWV92254416
20497;MM;09120202*1
20498;TT;MQ588925841
20499;QQ;4904251317281
20500;LL;SC831917904
20501;TT;VU724351623
20502;JJ;V516515575
20503;GG;PKM70656982
20504;TT;MO004833051
20505;RR;FLO35330361
20506;BB;XD087234640
20507;JJ;C881807799
20508;TT;IO849301155
20509;TT;SY880573894
20510;TT;GE487331991
20511;MM;29833179
20512;VV;IU17871539987
20513;RR;UE08951360U
20514;VV;ER32847592620
20515;JJ;X047394292
20516;JJ;T357650158
20517;WW;GZ34185708273
20518;JJ;B127320300
20519;LL;IQ975991052
20520;TT;VJ099381453
20521;NN;65223324470
20522;VV;PK93780664071
20523;TT;FC839761462
20524;VV;YB16784323537
20525;BB;MW265656770
20526;QQ;33797990250267
20527;NN;43768200706
20528;EE;14135754568187
20529;VV;MB48464796829
20530;TT;BM902320484
20531;RR;UZK77202424
20532;QQ;801910148965
20533;LL;WW278528578
20534;BB;QC565930318
20535;TT;QT694029240
20536;JJ;STRNAGPC
20537;NN;93067329859
20538;TT;IH948039997
20539;FF;IL40344270
20540;JJ;F061051123
20541;QQ;82917876340681
20542;BB;SK088394891
20543;QQ;4908224221944
20544;NN;16277678939
20545;BB;TU138138072
20546;CC;61441286394
20547;XX;250223088300532
20548;TT;TD080940823
20549;PP;78425490
20550;LL;MV538287333
20551;II;FPX939842770
20552;QQ;6709363543377
20553;SS;94242448304735
20554;KK;MJ4615929M
20555;VV;KJ21216384281
20556;TT;PB879416727
20557;TT;12695864610
20558;XX;29252318MC42797
20559;TT;VG053781972
20560;XX;32192085JD8D031
20561;BB;YE351572894
20562;DD;1869804385
20563;BB;HG840982221
20564;CC;98892562121
20565;BB;BR793598865
20566;DD;5408060183
20567;LL;ZJ345985288
20568;CC;67023526380
20569;DD;1791918532
20570;JJ;E902176918
20571;TT;QB652128074
20572;NN;47054536355
20573;SS;846267191326252
20574;QQ;14794460173472
20575;VV;JY39917805943
20576;NN;75314344380
20577;TT;ZW734809573
20578;MM;52478544
20579;CC;79279617600
20580;QQ;9249775516037
20581;AA;FS20961512
20582;MM;839548430
20583;DD;173922018
20584;VV;XE67106412676
20585;QQ;38324434685761
20586;TT;CX888552974
20587;VV;583810N91865
20588;RR;KIO00549182
20589;TT;NS611010041
20590;GG;NNW02726707
20591;VV;81500326616625
20592;DD;470386
20593;YY;SW54531148
20594;NN;8596620579
20595;TT;CS182273948
20596;TT;AS180183964
20597;MM;17552914-2
20598;BB;ZY805306702
20599;ZZ;RU1675601282
20600;VV;XA58656829878
20601;BB;QG682706541
20602;LL;SU648293190
20603;NN;45056863217
20604;WW;PV00120171813
20605;BB;DE726823883
20606;QQ;90502202229615
20607;JJ;ZCTQSAHYC
20608;BB;MW837252936
20609;II;YPK369029753
20610;RR;OCK70006951
20611;AA;GV13520940
20612;TT;KC621569154
20613;DD;4980796558
20614;JJ;M693114497
20615;NN;36860392976
20616;VV;56331503173421
20617;LL;JG643925853
20618;VV;EF14570223351
20619;QQ;56861006715314
20620;LL;WY524777623
20621;QQ;56774433669714
20622;LL;RT098862037
20623;VV;QS60568833296
20624;TT;77*998&07092
20625;JJ;TIB
20626;NN;37547500453
20627;QQ;43441768879022
20628;DD;2400128751
20629;SS;15324175483315
20630;DD;3559881005
20631;XX;389655562718088
20632;TT;VI340254196
20633;QQ;36924148947894
20634;II;SXB903795036
20635;PP;2278398
20636;JJ;S469099169
20637;TT;46698259752
20638;BB;IP620289468
20639;CC;929353624
20640;RR;BNB48358386
20641;DD;63875797
20642;JJ;TNZGKMJD
20643;MM;57480183-N
20644;LL;NP528483925
20645;TT;3522013266
20646;BB;SS104354685
20647;VV;HV64256956011
20648;TT;TC637266294
20649;II;PCZ699360918
20650;CC;47907289983
20651;RR;BMB17957869
20652;KK;GG2872685Z
20653;BB;BA812640223
20654;JJ;QRZ
20655;OO;HR104421389
20656;VV;NQ15014364377
20657;JJ;F260493808
20658;BB;QY025344268
20659;QQ;6812040810105
20660;QQ;21729938727713
20661;QQ;86209681733650
20662;TT;IQ408304341
20663;XX;ZWDTVLQCIATXDS
20664;TT;VW708000551
20665;XX;925939770420288
20666;BB;QX865452817
20667;GG;NTK82245881
20668;VV;ZT51154383385
20669;II;SYZ838197291
20670;CC;28083886597
20671;TT;OC664123719
20672;QQ;3749074902061
20673;TT;RX461587243
20674;BB;ZP802693655
20675;DD;9757922104
20676;VV;TM02954081939
20677;LL;TG685026939
20678;TT;DD023708013
20679;TT;OV404876264
20680;JJ;C269512349
20681;DD;3406598339
20682;WW;JZ12144562886
20683;VV;74723582652145
20684;VV;QC56627094623
20685;DD;7837825951
20686;NN;95537720364
20687;UU;CO90127640
20688;TT;GM258611418
20689;DD;4572959
20690;PP;72990268
20691;TT;LU052577228
20692;TT;HZ605800311
20693;NN;53401250553
20694;DD;8052584994
20695;TT;AQ215640781
20696;RR;RA46450105L
20697;WW;IM63756853307
20698;JJ;QZTBEKKS
20699;MM;33225564*9
20700;BB;SH695035240
20701;NN;95201255552
20702;CC;36182509228
20703;EE;12360154400979
20704;CC;91143340232
20705;QQ;553889203964
20706;TT;KK473589520
20707;BB;GA364607305
20708;XX;AZTFJBBKFJYZAT
20709;DD;5632310226
20710;CC;12907923532
20711;TT;GS569106059
20712;TT;QY769514752
20713;CC;35678890177
20714;SS;614870951456911
20715;TT;DY271732857
20716;RR;K49636716
20717;TT;ZI553879579
20718;BB;SV694245041
20719;FF;KI079755303
20720;LL;DM944539754
20721;XX;92485403EN3L97T
20722;TT;RL412199108
20723;RR;ELS43233024
20724;UU;SG32751559
20725;BB;LG231155827
20726;LL;XL293004702
20727;QQ;13742106170190
20728;JJ;L138947456
20729;QQ;57236861308203
20730;TT;FD969204244
20731;VV;LL65112181701
20732;OO;HT171149302
20733;OO;GX635601210
20734;PP;27473363
20735;NN;89868539047
20736;VV;UL17653899891
20737;TT;PD669963963
20738;MM;12741125*9
20739;VV;HJ34217142483
20740;CC;19553126358
20741;JJ;U437610896
20742;JJ;B220146701
20743;TT;PX504885307
20744;TT;GC056108177
20745;MM;284067214
20746;TT;UK249256986
20747;JJ;IFFJCYPM
20748;TT;OM214544996
20749;II;ZCI681425667
20750;BB;NU237563973
20751;QQ;608565749795
20752;VV;QV51880090700
20753;XX;548415113135182
20754;BB;RJ843312559
20755;JJ;B275961889
20756;AA;EF77611042
20757;BB;RO594613633
20758;TT;GX680119405
20759;JJ;ODIBTOOK
20760;II;PDX073495038
20761;RR;QBO93441082
20762;WW;AO07607517686
20763;VV;GB38079580374
20764;TT;KL177819376
20765;GG;LXUPEI78U16N309
20766;OO;PZ844773146
20767;XX;306093920187620
20768;VV;EE24604358540
20769;BB;IT771686977
20770;TT;LY855598685
20771;TT;CI693811122
20772;XX;958856125489878
20773;BB;QE377006048
20774;TT;ZJ463966755
20775;QQ;6295078281994
20776;JJ;BDNPDREH
20777;MM;793897189
20778;II;NQW963552813
20779;RR;WNP51272572
20780;MM;43678285/5
20781;TT;XN820687020
20782;BB;VQ170253712
20783;VV;QF61146138490
20784;TT;DH905392723
20785;JJ;AQ
20786;XX;647390500722318
20787;II;HCW703274042
20788;LL;CU261275523
20789;QQ;51263697088298
20790;TT;EM180892874
20791;MM;44560110#1
20792;NN;63749158939
20793;TT;LB276791314
20794;BB;XD722616740
20795;JJ;P225066242
20796;XX;43049699RP35203
20797;TT;KJ878283375
20798;BB;AR192010533
20799;TT;II063815333
20800;DD;1960913336
20801;RR;WYB32575703
20802;TT;DH598542961
20803;QQ;8102298593516
20804;WW;QG98265727631
20805;RR;SMD23848330
20806;WW;JY12451421310
20807;TT;IZ125148456
20808;YY;TR32192063
20809;JJ;YZMPDZZC
20810;TT;47979679812
20811;TT;VK517806361
20812;DD;7780207216
20813;XX;96177050J667231
20814;OO;OG931581734
20815;BB;IM098249276
20816;TT;CJ779892981
20817;II;KKV720763641
20818;LL;BC588177577
20819;HH;IM07821675W
20820;BB;DQ932610282
20821;XX;897175392608887
20822;CC;51542497045
20823;OO;YL627103141
20824;DD;1407834646
20825;XX;735990213181545
20826;JJ;A032028962
20827;OO;DR039892648
20828;VV;TD15626573289
20829;XX;02133141ZL21X49
20830;BB;KP788800562
20831;UU;AV37084693
20832;VV;QX86200514627
20833;DD;550265540
20834;TT;PL366289794
20835;MM;584553956
20836;TT;WM708643867
20837;CC;4819844310
20838;LL;XF957127374
20839;ZZ;TR8414981729
20840;TT;SD296979733
20841;TT;OC172420683
20842;GG;DYS45987615
20843;ZZ;XW4309091368
20844;QQ;51589531486715
20845;NN;4278447970
20846;DD;4978127811
20847;MM;76939730*4
20848;TT;QM595948125
20849;YY;DI95187409
20850;QQ;33163433503721
20851;FF;EX81355858
20852;VV;VR99072927118
20853;YY;UC09605179
20854;TT;UU174836284
20855;XX;64675003ED5LMO3
20856;PP;D.H
20857;MM;99992081)5
20858;DD;7301276251
20859;LL;FS957012194
20860;GG;IEL66588205
20861;VV;RM96883703866
20862;JJ;S576529233
20863;BB;PE305685894
20864;BB;KZ276379121
20865;CC;73226311913
20866;VV;AA60523676251
20867;BB;KT276325712
20868;BB;WR979728122
20869;QQ;64761128856202
20870;QQ;3885341910142
20871;VV;OM62882932235
20872;SS;136750055974197
20873;TT;51148718964
20874;QQ;9567295016684
20875;GG;BPY04356478
20876;BB;SV804786131
20877;DD;2139777495
20878;XX;700434823353850
20879;TT;SF333781060
20880;XX;251770108196310
20881;CC;43070013297
20882;TT;KK113805735
20883;BB;QY428910605
20884;RR;IYN93601043
20885;RR;30870806X
20886;QQ;1834182630042
20887;VV;SV57553860408
20888;RR;LJK67263958
20889;JJ;H101719317
20890;KK;ON2L27214M
20891;BB;WF913094829
20892;JJ;X071290827
20893;RR;ITU48579865
20894;QQ;66464621743443
20895;RR;OXR95758317
20896;XX;31324401VN1K4PR
20897;TT;SW519621562
20898;BB;XW681634600
20899;XX;494783039702362
20900;TT;93923163789
20901;TT;8346864262
20902;XX;67355047FC9JLHG
20903;QQ;939278296577
20904;QQ;28690222674611
20905;TT;HP488996364
20906;AA;JX33795484
20907;BB;KO790162260
20908;TT;GO717354178
20909;TT;NE109580094
20910;YY;RN04629917
20911;TT;IQ003575083
20912;DD;1633943929
20913;RR;GG39554177Z
20914;WW;PH35046348393
20915;TT;CG885367985
20916;QQ;6776957870213
20917;MM;50757490(3
20918;FF;EM42668103
20919;DD;7322183369
20920;CC;48987982093
20921;BB;DA301780514
20922;TT;2174351164
20923;BB;CV915248095
20924;DD;276361231
20925;CC;42792494632
20926;TT;NH602884881
20927;PP;62814511
20928;II;HVG705391067
20929;TT;BM477286136
20930;RR;FQA3440558L
20931;XX;432303473370298
20932;QQ;8284577603731
20933;TT;CW979957831
20934;GG;MES32898786
20935;QQ;56965406190162
20936;XX;425098367589624
20937;EE;22488361297025
20938;LL;CP373272158
20939;CC;7929401363
20940;KK;FE4647818Y
20941;RR;MUI90443683
20942;CC;42676377035
20943;XX;354122983405428
20944;QQ;5912675006307
20945;EE;71071404660147
20946;TT;MO732113094
20947;TT;OR398995562
20948;II;ITN549149209
20949;RR;QQ05542196S
20950;BB;DY703272772
20951;RR;SW91444845P
20952;JJ;F753695409
20953;NN;64719280930
20954;QQ;63914534910355
20955;RR;VXI64226173
20956;MM;28747161#4
20957;JJ;PBWOXPWB
20958;VV;TX33096924929
20959;VV;CQ88975330150
20960;NN;61769469468
20961;TT;AF060889061
20962;BB;BP834914382
20963;BB;XB380724477
20964;DD;7424727345
20965;TT;QA969081512
20966;VV;SL97108654698
20967;XX;502138245313276
20968;II;FZQ276880940
20969;JJ;Y263434867
20970;TT;5123618282
20971;SS;308721950818854
20972;DD;4848401798
20973;CC;16667314326
20974;TT;HX640608581
20975;DD;7645521508
20976;QQ;7765142535064
20977;TT;WK194841156
20978;FF;IP21611295
20979;TT;AU668051422
20980;II;KLH696932715
20981;HH;LA85575587X
20982;TT;EC236823953
20983;CC;93382169511
20984;XX;03961056ZW5153E
20985;XX;220424544136486
20986;VV;RM11958068324
20987;ZZ;MC9231147963
20988;II;ESL934248867
